Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,Dominant Pollutant
Saint Lucia,Castries,79,Moderate,0,Good,26,Good,0,Good,79,Moderate,14.0167,-60.9833,PM2.5 AQI Value
Italy,Cattolica,43,Good,1,Good,43,Good,0,Good,33,Good,43.9667,12.7333,Ozone AQI Value
Italy,Cerveteri,40,Good,1,Good,40,Good,4,Good,40,Good,42.0,12.1,Ozone AQI Value
Italy,Artena,46,Good,1,Good,46,Good,1,Good,21,Good,41.7333,12.9167,Ozone AQI Value
Sweden,Arvika,36,Good,0,Good,36,Good,0,Good,28,Good,59.6542,12.5914,Ozone AQI Value
Russian Federation,Asbest,34,Good,1,Good,34,Good,1,Good,30,Good,57.0,61.4667,Ozone AQI Value
Germany,Aschaffenburg,35,Good,1,Good,35,Good,1,Good,29,Good,49.9667,9.15,Ozone AQI Value
Germany,Ascheberg,34,Good,1,Good,34,Good,2,Good,26,Good,51.7889,7.62,Ozone AQI Value
Germany,Aschersleben,37,Good,1,Good,37,Good,1,Good,29,Good,51.75,11.4667,Ozone AQI Value
United States of America,Atlanta,99,Moderate,3,Good,0,Good,29,Good,99,Moderate,33.7628,-84.422,PM2.5 AQI Value
United States of America,Atlantic City,71,Moderate,1,Good,42,Good,4,Good,71,Moderate,39.3797,-74.4527,PM2.5 AQI Value
Iraq,Balad,118,Unhealthy for Sensitive Groups,1,Good,85,Moderate,2,Good,118,Unhealthy for Sensitive Groups,34.0164,44.1453,PM2.5 AQI Value
nan,Balikpapan,27,Good,1,Good,19,Good,0,Good,27,Good,-1.2768,116.8277,PM2.5 AQI Value
Mali,Bamako,72,Moderate,2,Good,15,Good,0,Good,72,Moderate,12.6458,-7.9922,PM2.5 AQI Value
Philippines,Bambang,53,Moderate,1,Good,26,Good,0,Good,53,Moderate,14.5228,121.0689,PM2.5 AQI Value
Philippines,Bambang,53,Moderate,1,Good,26,Good,0,Good,53,Moderate,16.3872,121.1075,PM2.5 AQI Value
Mali,Banamba,89,Moderate,1,Good,22,Good,1,Good,89,Moderate,13.55,-7.45,PM2.5 AQI Value
Cuba,Banes,103,Unhealthy for Sensitive Groups,1,Good,27,Good,1,Good,103,Unhealthy for Sensitive Groups,20.9697,-75.7117,PM2.5 AQI Value
Indonesia,Banjarmasin,42,Good,1,Good,20,Good,0,Good,42,Good,-3.32,114.5925,PM2.5 AQI Value
India,Barela,154,Unhealthy,1,Good,39,Good,0,Good,154,Unhealthy,23.0968,80.0508,PM2.5 AQI Value
France,Barentin,41,Good,1,Good,25,Good,3,Good,41,Good,49.5444,0.9536,PM2.5 AQI Value
Italy,Barga,40,Good,1,Good,40,Good,1,Good,37,Good,44.075,10.4817,Ozone AQI Value
Philippines,Barra,52,Moderate,1,Good,27,Good,1,Good,52,Moderate,-11.0889,-43.1419,PM2.5 AQI Value
Colombia,Barranquilla,130,Unhealthy for Sensitive Groups,1,Good,13,Good,4,Good,130,Unhealthy for Sensitive Groups,10.9833,-74.8019,PM2.5 AQI Value
Democratic Republic of the Congo,Basoko,84,Moderate,2,Good,9,Good,0,Good,84,Moderate,1.2333,23.6,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Bath,47,Good,0,Good,32,Good,1,Good,47,Good,51.38,-2.36,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Bath,47,Good,0,Good,32,Good,1,Good,47,Good,42.3219,-77.3083,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Bath,47,Good,0,Good,32,Good,1,Good,47,Good,43.9346,-69.8346,PM2.5 AQI Value
Canada,Bathurst,35,Good,1,Good,29,Good,0,Good,35,Good,-33.42,149.5778,PM2.5 AQI Value
Canada,Bathurst,35,Good,1,Good,29,Good,0,Good,35,Good,47.62,-65.65,PM2.5 AQI Value
Portugal,Belas,45,Good,0,Good,30,Good,2,Good,45,Good,-8.9983,13.265,PM2.5 AQI Value
Portugal,Belas,45,Good,0,Good,30,Good,2,Good,45,Good,38.7754,-9.2716,PM2.5 AQI Value
United States of America,Cloverleaf,53,Moderate,1,Good,13,Good,11,Good,53,Moderate,29.7882,-95.1724,PM2.5 AQI Value
United States of America,Clute,40,Good,1,Good,24,Good,4,Good,40,Good,29.0256,-95.3975,PM2.5 AQI Value
Brazil,Cocal,35,Good,1,Good,6,Good,2,Good,35,Good,-3.4708,-41.555,PM2.5 AQI Value
Italy,Codroipo,27,Good,1,Good,27,Good,2,Good,20,Good,45.9625,12.9792,Ozone AQI Value
Netherlands,Coevorden,31,Good,1,Good,31,Good,3,Good,28,Good,52.6667,6.75,Ozone AQI Value
Belgium,Colfontaine,35,Good,1,Good,27,Good,2,Good,35,Good,50.4057,3.8514,PM2.5 AQI Value
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,37.9722,-122.0016,Ozone AQI Value
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,35.3933,-80.6369,Ozone AQI Value
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,43.2305,-71.5595,Ozone AQI Value
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,38.5117,-90.3574,Ozone AQI Value
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,42.462,-71.3639,Ozone AQI Value
United States of America,Concord,43,Good,1,Good,43,Good,1,Good,24,Good,39.8741,-75.5135,Ozone AQI Value
Argentina,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good,-31.4,-58.0333,PM2.5 AQI Value
Argentina,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good,6.049,-75.909,PM2.5 AQI Value
Argentina,Concordia,19,Good,0,Good,17,Good,0,Good,19,Good,10.2667,-74.8333,PM2.5 AQI Value
Canada,Cornwall,36,Good,1,Good,36,Good,0,Good,25,Good,45.0275,-74.74,Ozone AQI Value
Canada,Cornwall,36,Good,1,Good,36,Good,0,Good,25,Good,41.4195,-74.054,Ozone AQI Value
United States of America,Costa Mesa,56,Moderate,2,Good,21,Good,18,Good,56,Moderate,33.6667,-117.9135,PM2.5 AQI Value
Germany,Cremlingen,38,Good,1,Good,38,Good,1,Good,22,Good,52.2489,10.6542,Ozone AQI Value
Costa Rica,Curridabat,59,Moderate,1,Good,9,Good,8,Good,59,Moderate,9.916,-84.0348,PM2.5 AQI Value
India,Dabra,172,Unhealthy,1,Good,45,Good,0,Good,172,Unhealthy,25.8857,78.3322,PM2.5 AQI Value
United States of America,Beavercreek,45,Good,1,Good,33,Good,7,Good,45,Good,39.731,-84.0624,PM2.5 AQI Value
Netherlands,Beesel,34,Good,1,Good,33,Good,2,Good,34,Good,51.2833,6.0333,PM2.5 AQI Value
United States of America,Belvedere Park,100,Unhealthy for Sensitive Groups,3,Good,1,Good,29,Good,100,Unhealthy for Sensitive Groups,33.7489,-84.2599,PM2.5 AQI Value
Switzerland,Bern,30,Good,0,Good,30,Good,0,Good,28,Good,46.9481,7.4475,Ozone AQI Value
Germany,Besigheim,31,Good,0,Good,31,Good,1,Good,26,Good,48.9983,9.1417,Ozone AQI Value
France,Bezons,50,Good,1,Good,20,Good,5,Good,50,Good,48.9261,2.2178,PM2.5 AQI Value
India,Bikramganj,316,Hazardous,1,Good,67,Moderate,1,Good,271,Very Unhealthy,25.2107,84.2551,PM2.5 AQI Value
Italy,Giulianova,68,Moderate,1,Good,50,Good,0,Good,68,Moderate,42.75,13.95,PM2.5 AQI Value
United States of America,Glen Rock,52,Moderate,1,Good,45,Good,2,Good,52,Moderate,40.9601,-74.125,PM2.5 AQI Value
United States of America,Glendale,52,Moderate,1,Good,26,Good,1,Good,52,Moderate,33.5791,-112.2311,PM2.5 AQI Value
United States of America,Glendale,52,Moderate,1,Good,26,Good,1,Good,52,Moderate,34.1819,-118.2468,PM2.5 AQI Value
United States of America,Glendale,52,Moderate,1,Good,26,Good,1,Good,52,Moderate,43.1287,-87.9277,PM2.5 AQI Value
nan,Gold Coast,28,Good,0,Good,28,Good,3,Good,21,Good,-28.0167,153.4,Ozone AQI Value
United States of America,Golden,32,Good,1,Good,32,Good,3,Good,32,Good,39.7406,-105.2118,Ozone AQI Value
India,Gomoh,158,Unhealthy,4,Good,41,Good,7,Good,158,Unhealthy,23.8735,86.1516,PM2.5 AQI Value
United States of America,Grand Forks,45,Good,1,Good,31,Good,0,Good,45,Good,47.9214,-97.0884,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,34.8354,-82.3646,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,35.5943,-77.376,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,5.0167,-9.0333,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,33.385,-91.0514,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,33.1116,-96.1099,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,40.1043,-84.6209,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,40.9986,-73.8189,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,43.1797,-85.2534,PM2.5 AQI Value
United States of America,Greenville,58,Moderate,1,Good,49,Good,1,Good,58,Moderate,41.882,-71.5549,PM2.5 AQI Value
China,Guangzhou,184,Unhealthy,7,Good,0,Good,30,Good,184,Unhealthy,23.13,113.26,PM2.5 AQI Value
China,Haikou,158,Unhealthy,6,Good,9,Good,18,Good,158,Unhealthy,20.02,110.32,PM2.5 AQI Value
United Kingdom of Great Britain and Northern Ireland,Halesowen,34,Good,1,Good,31,Good,1,Good,34,Good,52.4502,-2.0509,PM2.5 AQI Value
nan,Hambantota,53,Moderate,1,Good,17,Good,2,Good,53,Moderate,6.1244,81.1225,PM2.5 AQI Value
Germany,Hanau,59,Moderate,1,Good,59,Moderate,0,Good,59,Moderate,50.1328,8.9169,Ozone AQI Value
China,Harbin,164,Unhealthy,5,Good,41,Good,17,Good,164,Unhealthy,45.75,126.6333,PM2.5 AQI Value
Netherlands,Hardenberg,37,Good,0,Good,37,Good,0,Good,27,Good,52.5667,6.6167,Ozone AQI Value
France,Hazebrouck,36,Good,1,Good,36,Good,0,Good,35,Good,50.725,2.5392,Ozone AQI Value
Germany,Hettstedt,50,Good,1,Good,45,Good,0,Good,50,Good,51.6333,11.5,PM2.5 AQI Value
Hungary,Heves,56,Moderate,1,Good,50,Good,0,Good,56,Moderate,47.6,20.2833,PM2.5 AQI Value
Japan,Hidaka,88,Moderate,2,Good,11,Good,22,Good,88,Moderate,35.9078,139.3391,PM2.5 AQI Value
Japan,Hidaka,88,Moderate,2,Good,11,Good,22,Good,88,Moderate,42.4803,142.0743,PM2.5 AQI Value
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,40.4985,-74.674,PM2.5 AQI Value
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,40.5069,-74.6523,PM2.5 AQI Value
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,37.5572,-122.3586,PM2.5 AQI Value
United States of America,Hillsborough,50,Good,1,Good,34,Good,2,Good,50,Good,36.0679,-79.0991,PM2.5 AQI Value
Uganda,Hima,78,Moderate,1,Good,19,Good,0,Good,78,Moderate,0.2906,30.1775,PM2.5 AQI Value
Ethiopia,Himora,82,Moderate,1,Good,28,Good,0,Good,82,Moderate,14.2861,36.6097,PM2.5 AQI Value
Japan,Hitoyoshi,52,Moderate,1,Good,22,Good,8,Good,52,Moderate,32.2167,130.75,PM2.5 AQI Value
United States of America,Holliston,47,Good,1,Good,42,Good,1,Good,47,Good,42.1977,-71.445,PM2.5 AQI Value
Brazil,Horizontina,20,Good,0,Good,20,Good,0,Good,15,Good,-27.6258,-54.3078,Ozone AQI Value
India,Hospet,39,Good,1,Good,19,Good,2,Good,39,Good,15.2689,76.3909,PM2.5 AQI Value
China,Huilong,190,Unhealthy,11,Good,6,Good,47,Good,190,Unhealthy,31.8131,121.6574,PM2.5 AQI Value
United States of America,Hyattsville,45,Good,1,Good,43,Good,3,Good,45,Good,38.9613,-76.9548,PM2.5 AQI Value
Romania,Ianca,48,Good,1,Good,48,Good,0,Good,48,Good,45.135,27.4747,Ozone AQI Value
Philippines,Iba,111,Unhealthy for Sensitive Groups,1,Good,24,Good,2,Good,111,Unhealthy for Sensitive Groups,15.3333,119.9833,PM2.5 AQI Value
Spain,Ibi,37,Good,1,Good,37,Good,0,Good,20,Good,38.6272,-0.5753,Ozone AQI Value
Japan,Iiyama,95,Moderate,3,Good,15,Good,13,Good,95,Moderate,36.8516,138.3655,PM2.5 AQI Value
Denmark,Ikast,42,Good,1,Good,42,Good,0,Good,13,Good,56.1333,9.15,Ozone AQI Value
Chile,Illapel,23,Good,1,Good,17,Good,1,Good,23,Good,-31.6333,-71.1667,PM2.5 AQI Value
Brazil,Imperatriz,30,Good,0,Good,13,Good,0,Good,30,Good,-5.5333,-47.4833,PM2.5 AQI Value
United States of America,Indian Trail,48,Good,1,Good,48,Good,1,Good,17,Good,35.0699,-80.6452,Ozone AQI Value
Russian Federation,Ishimbay,37,Good,1,Good,37,Good,0,Good,21,Good,53.45,56.0333,Ozone AQI Value
nan,Isla Mujeres,29,Good,0,Good,29,Good,0,Good,12,Good,21.2084,-86.7115,Ozone AQI Value
Pakistan,Islamabad,178,Unhealthy,5,Good,42,Good,11,Good,178,Unhealthy,33.6931,73.0639,PM2.5 AQI Value
Brazil,Itapevi,131,Unhealthy for Sensitive Groups,3,Good,24,Good,7,Good,131,Unhealthy for Sensitive Groups,-23.5489,-46.9342,PM2.5 AQI Value
Mexico,Ixmiquilpan,50,Good,1,Good,31,Good,0,Good,50,Good,20.4861,-99.2589,PM2.5 AQI Value
Japan,Iyo,47,Good,1,Good,37,Good,4,Good,47,Good,33.75,132.7,PM2.5 AQI Value
India,Jagdispur,167,Unhealthy,4,Good,71,Moderate,5,Good,167,Unhealthy,22.65,88.29,PM2.5 AQI Value
Brazil,Jaru,40,Good,1,Good,6,Good,0,Good,40,Good,-10.4389,-62.4664,PM2.5 AQI Value
Mexico,Jerez,130,Unhealthy for Sensitive Groups,3,Good,27,Good,3,Good,130,Unhealthy for Sensitive Groups,14.1,-89.75,PM2.5 AQI Value
Ecuador,Jipijapa,53,Moderate,1,Good,23,Good,0,Good,53,Moderate,-1.3486,-80.5786,PM2.5 AQI Value
India,Junnar,161,Unhealthy,4,Good,26,Good,7,Good,161,Unhealthy,19.2,73.88,PM2.5 AQI Value
Japan,Kaita,55,Moderate,1,Good,47,Good,3,Good,55,Moderate,34.3722,132.536,PM2.5 AQI Value
Malaysia,Kangar,105,Unhealthy for Sensitive Groups,2,Good,13,Good,8,Good,105,Unhealthy for Sensitive Groups,6.4333,100.2,PM2.5 AQI Value
Armenia,Kapan,92,Moderate,1,Good,37,Good,0,Good,92,Moderate,39.2011,46.415,PM2.5 AQI Value
Russian Federation,Karabulak,41,Good,1,Good,41,Good,1,Good,35,Good,43.3167,44.9167,Ozone AQI Value
Pakistan,Karachi,151,Unhealthy,2,Good,18,Good,4,Good,151,Unhealthy,24.86,67.01,PM2.5 AQI Value
Philippines,Kawit,74,Moderate,1,Good,28,Good,4,Good,74,Moderate,14.4333,120.9,PM2.5 AQI Value
Nigeria,Keffi,71,Moderate,2,Good,35,Good,0,Good,71,Moderate,8.8464,7.8733,PM2.5 AQI Value
United States of America,Kenner,39,Good,1,Good,28,Good,1,Good,39,Good,30.0109,-90.2549,PM2.5 AQI Value
Russian Federation,Khabarovsk,66,Moderate,2,Good,30,Good,7,Good,66,Moderate,48.4833,135.0667,PM2.5 AQI Value
Pakistan,Khanpur,180,Unhealthy,2,Good,22,Good,9,Good,180,Unhealthy,28.6453,70.6567,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,29.4632,-98.5238,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,14.4656,121.0311,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,-25.3797,-57.6097,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,9.9781,-84.1879,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,-33.5933,-71.6217,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,15.3078,120.8533,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,14.9486,120.0864,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,13.9,121.3,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,3.9167,-75.5,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,10.0,-74.6667,PM2.5 AQI Value
Costa Rica,San Antonio,46,Good,1,Good,26,Good,0,Good,46,Good,12.414,124.279,PM2.5 AQI Value
Italy,San Giuliano Milanese,86,Moderate,1,Good,65,Moderate,0,Good,86,Moderate,45.4,9.2833,PM2.5 AQI Value
Italy,San Giuseppe Vesuviano,73,Moderate,1,Good,73,Moderate,0,Good,56,Moderate,40.8333,14.5,Ozone AQI Value
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,33.797,-116.9916,PM2.5 AQI Value
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,16.0725,120.4411,PM2.5 AQI Value
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,12.5683,123.7336,PM2.5 AQI Value
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,9.8311,-75.1219,PM2.5 AQI Value
Philippines,San Jacinto,89,Moderate,1,Good,27,Good,6,Good,89,Moderate,14.6667,-89.5,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,13.4814,-88.1775,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,15.1458,120.9783,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,-34.5333,-58.7167,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,14.6,121.0,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,8.9322,126.0403,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,10.7833,122.4667,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,10.0,124.3167,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,7.65,123.2678,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,11.2942,124.83,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,11.492,119.871,PM2.5 AQI Value
Philippines,San Miguel,153,Unhealthy,3,Good,19,Good,9,Good,153,Unhealthy,13.6411,124.3008,PM2.5 AQI Value
Bulgaria,Sandanski,55,Moderate,1,Good,45,Good,0,Good,55,Moderate,41.5681,23.2823,PM2.5 AQI Value
United States of America,Sandy Springs,69,Moderate,1,Good,69,Moderate,3,Good,29,Good,33.9366,-84.3703,Ozone AQI Value
Guatemala,Santa Catarina Pinula,57,Moderate,1,Good,24,Good,0,Good,57,Moderate,14.5644,-90.488,PM2.5 AQI Value
nan,Santa Flavia,61,Moderate,1,Good,47,Good,0,Good,61,Moderate,38.0833,13.5333,PM2.5 AQI Value
United States of America,Santa Monica,116,Unhealthy for Sensitive Groups,3,Good,14,Good,25,Good,116,Unhealthy for Sensitive Groups,34.0235,-118.481,PM2.5 AQI Value
United States of America,Santa Monica,116,Unhealthy for Sensitive Groups,3,Good,14,Good,25,Good,116,Unhealthy for Sensitive Groups,10.02,126.038,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,14.3167,121.1167,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,38.4458,-122.7067,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,-36.6167,-64.2833,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,15.4239,120.9389,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,-27.8708,-54.4808,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,-3.4522,-79.9617,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,10.4456,-75.3686,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,-26.8667,-56.85,PM2.5 AQI Value
Colombia,Santa Rosa,64,Moderate,1,Good,31,Good,0,Good,64,Moderate,-33.25,-68.15,PM2.5 AQI Value
Venezuela (Bolivarian Republic of),Santa Teresa,53,Moderate,1,Good,28,Good,1,Good,53,Moderate,-19.9358,-40.6,PM2.5 AQI Value
Venezuela (Bolivarian Republic of),Santa Teresa,53,Moderate,1,Good,28,Good,1,Good,53,Moderate,11.8039,-86.1639,PM2.5 AQI Value
Venezuela (Bolivarian Republic of),Santa Teresa,53,Moderate,1,Good,28,Good,1,Good,53,Moderate,-25.0519,-53.6328,PM2.5 AQI Value
Brazil,Sapiranga,47,Good,1,Good,17,Good,1,Good,47,Good,-29.6378,-51.0069,PM2.5 AQI Value
United States of America,Coconut Creek,81,Moderate,2,Good,18,Good,12,Good,81,Moderate,26.2803,-80.1842,PM2.5 AQI Value
El Salvador,Cojutepeque,123,Unhealthy for Sensitive Groups,4,Good,1,Good,16,Good,123,Unhealthy for Sensitive Groups,13.7167,-88.9333,PM2.5 AQI Value
Italy,Colleferro,72,Moderate,1,Good,37,Good,3,Good,72,Moderate,41.7333,13.0167,PM2.5 AQI Value
United States of America,Conroe,81,Moderate,2,Good,12,Good,10,Good,81,Moderate,30.3238,-95.4824,PM2.5 AQI Value
Italy,Cordenons,67,Moderate,1,Good,39,Good,2,Good,67,Moderate,45.9833,12.7,PM2.5 AQI Value
Brazil,Coremas,27,Good,0,Good,10,Good,1,Good,27,Good,-7.0139,-37.9458,PM2.5 AQI Value
Nicaragua,Corinto,69,Moderate,1,Good,14,Good,3,Good,69,Moderate,3.1739,-76.2594,PM2.5 AQI Value
Nicaragua,Corinto,69,Moderate,1,Good,14,Good,3,Good,69,Moderate,-18.3808,-44.4558,PM2.5 AQI Value
Nicaragua,Corinto,69,Moderate,1,Good,14,Good,3,Good,69,Moderate,12.4819,-87.1742,PM2.5 AQI Value
Nicaragua,Corinto,69,Moderate,1,Good,14,Good,3,Good,69,Moderate,13.8167,-87.9667,PM2.5 AQI Value
Canada,Courtenay,47,Good,1,Good,36,Good,0,Good,47,Good,49.6878,-124.9944,PM2.5 AQI Value
Belgium,Couvin,62,Moderate,1,Good,37,Good,3,Good,62,Moderate,50.05,4.4833,PM2.5 AQI Value
Canada,Cowansville,63,Moderate,1,Good,28,Good,3,Good,63,Moderate,45.2,-72.75,PM2.5 AQI Value
United States of America,Creve Coeur,60,Moderate,2,Good,24,Good,13,Good,60,Moderate,38.662,-90.443,PM2.5 AQI Value
nan,Crotone,44,Good,1,Good,44,Good,0,Good,44,Good,39.0833,17.1167,Ozone AQI Value
United States of America,Chapel Hill,60,Moderate,2,Good,34,Good,7,Good,60,Moderate,35.9271,-79.0391,PM2.5 AQI Value
France,Chartres,38,Good,1,Good,29,Good,2,Good,38,Good,48.456,1.484,PM2.5 AQI Value
India,Chengam,34,Good,1,Good,29,Good,0,Good,34,Good,12.3112,78.7925,PM2.5 AQI Value
France,Cherbourg,49,Good,1,Good,13,Good,10,Good,49,Good,49.6333,-1.6,PM2.5 AQI Value
India,Chhapra,149,Unhealthy for Sensitive Groups,3,Good,99,Moderate,2,Good,149,Unhealthy for Sensitive Groups,26.4005,85.3721,PM2.5 AQI Value
Guatemala,Chichicastenango,61,Moderate,2,Good,7,Good,5,Good,61,Moderate,14.9442,-91.1105,PM2.5 AQI Value
India,Chicholi,160,Unhealthy,2,Good,87,Moderate,0,Good,160,Unhealthy,22.01,77.66,PM2.5 AQI Value
Russian Federation,Chita,39,Good,1,Good,39,Good,0,Good,17,Good,52.0333,113.5,Ozone AQI Value
Russian Federation,Chita,39,Good,1,Good,39,Good,0,Good,17,Good,35.0,136.8667,Ozone AQI Value
Russian Federation,Chita,39,Good,1,Good,39,Good,0,Good,17,Good,6.1667,-72.4167,Ozone AQI Value
Argentina,Chivilcoy,16,Good,0,Good,16,Good,1,Good,14,Good,-34.9,-60.0167,Ozone AQI Value
Italy,Cingoli,45,Good,1,Good,45,Good,2,Good,45,Good,43.3667,13.2167,Ozone AQI Value
United States of America,Clearfield,56,Moderate,1,Good,6,Good,13,Good,56,Moderate,41.103,-112.0238,PM2.5 AQI Value
Netherlands,Ommen,32,Good,0,Good,32,Good,1,Good,28,Good,52.5167,6.4167,Ozone AQI Value
Philippines,Oroquieta,93,Moderate,1,Good,18,Good,0,Good,93,Moderate,8.4833,123.8,PM2.5 AQI Value
United States of America,Oskaloosa,65,Moderate,2,Good,20,Good,8,Good,65,Moderate,41.2922,-92.6404,PM2.5 AQI Value
Chile,Osorno,67,Moderate,2,Good,3,Good,10,Good,67,Moderate,-40.5725,-73.1353,PM2.5 AQI Value
Brazil,Ouro Fino,22,Good,0,Good,22,Good,0,Good,11,Good,-22.2828,-46.3689,Ozone AQI Value
United States of America,Owings Mills,53,Moderate,1,Good,32,Good,5,Good,53,Moderate,39.4115,-76.7913,PM2.5 AQI Value
Brazil,Pacatuba,31,Good,0,Good,20,Good,1,Good,31,Good,-3.9839,-38.62,PM2.5 AQI Value
Brazil,Pacatuba,31,Good,0,Good,20,Good,1,Good,31,Good,-10.4528,-36.6508,PM2.5 AQI Value
Mexico,Pachuca,142,Unhealthy for Sensitive Groups,2,Good,14,Good,6,Good,142,Unhealthy for Sensitive Groups,20.1,-98.75,PM2.5 AQI Value
Chile,Paine,194,Unhealthy,12,Good,0,Good,19,Good,194,Unhealthy,-33.8167,-70.75,PM2.5 AQI Value
United States of America,Palatine,80,Moderate,3,Good,7,Good,25,Good,80,Moderate,42.118,-88.043,PM2.5 AQI Value
